,sunlight_hours,soil_moisture_index,soil_health_index,growth_stage,disease_severity,yield_category,soil_temperature,soil_nitrogen,drip,flood,sprinkler,East,North,South,West
143,2.8078707715693043,4.362275051291241,3.0614845635554726,1,0.0,0.0,14.29,8.99,True,False,False,False,True,False,False
144,3.696850782110537,5.34787412932555,3.138405011058917,2,0.0,1.0,17.81,6.12,True,False,False,False,False,False,True
145,3.696850782110537,1.8877025882696123,1.811363019400416,2,0.0,0.0,21.74,8.49,False,False,True,False,False,True,False
146,4.928696757939605,3.904503880359609,1.8619644763143943,3,0.0,0.0,18.55,5.52,False,False,True,False,False,True,False
147,2.360167456905428,2.848226147775285,1.0569779581575438,2,0.0,0.0,27.41,5.2,False,False,True,False,False,False,True
148,7.273145011509395,2.843786731084972,1.3503711365311386,1,0.0,1.0,22.46,3.8,True,False,False,False,True,False,False
149,3.115824841355688,3.276894312680903,2.9614395736311816,1,1.0,0.0,17.48,11.85,True,False,False,False,False,True,False
150,0.9537365720827562,4.463548075413185,3.3118244650191397,1,0.0,2.0,24.23,9.17,True,False,False,False,True,False,False
151,3.1503303708675503,7.950129390158965,4.35101361420857,1,0.0,2.0,25.34,6.95,True,False,False,False,False,True,False
152,3.751604327893309,5.124798466613511,2.4186796184295227,1,0.0,1.0,18.97,6.49,False,True,False,False,False,False,True
153,6.731352309397057,4.777507608369626,2.5999112368246093,2,0.0,1.0,20.53,5.68,False,True,False,False,False,False,True
154,3.728327468593632,3.377275190546319,0.8973301909163132,2,0.0,0.0,19.31,0.72,True,False,False,False,False,True,False
155,4.943744964150452,4.858665943929929,3.122992460713386,1,0.0,1.0,26.47,7.47,True,False,False,False,False,False,True
156,4.843733999370524,2.785460505370072,0.6550920832604898,1,0.0,0.0,22.39,0.87,True,False,False,False,True,False,False
157,1.6722795985973344,2.8620194985728906,1.312123192027885,0,0.0,0.0,25.89,5.63,True,False,False,False,False,False,True
158,3.6474762581634232,2.634252889465996,1.928552509571656,2,0.0,1.0,23.21,6.62,False,False,True,False,False,True,False
159,6.503843264769015,3.4991375416873183,2.4356323594975064,3,0.0,1.0,26.59,7.3,True,False,False,True,False,False,False
160,5.8194417312706985,2.279118816130886,1.3318707986247609,2,0.0,0.0,29.56,4.38,True,False,False,False,False,True,False
161,0.7096134002442631,6.414363992090507,4.645436311128417,0,0.0,2.0,24.67,11.72,True,False,False,False,True,False,False
162,7.8004053043672545,2.896740245336927,1.4325453558960233,2,0.0,0.0,18.3,5.63,True,False,False,False,False,False,True
163,2.5256484320998456,9.737222675702448,5.391850233001179,2,0.0,2.0,24.43,7.22,False,True,False,False,True,False,False
164,3.4030656744373635,3.0151049891979005,1.938116451148236,0,0.0,0.0,26.61,8.46,True,False,False,False,True,False,False
165,4.673408951167367,7.76773713805112,5.153036712439127,0,0.0,2.0,24.85,9.81,True,False,False,True,False,False,False
166,5.781727389683395,4.970312242834281,3.1358419464609777,2,0.0,2.0,22.26,6.17,False,False,True,False,False,False,True
167,1.3629741603427783,4.998852378254194,2.6209989106875327,1,0.0,0.0,18.94,4.81,False,False,True,True,False,False,False
168,0.9652896393983508,4.450895139453424,3.2760686076726864,1,0.0,1.0,26.32,10.51,True,False,False,True,False,False,False
169,2.470686158104961,3.7127992851845257,2.8401512594952703,1,1.0,2.0,23.58,10.93,True,False,False,True,False,False,False
170,5.480701555380652,6.513757726948915,4.254676414130439,1,0.0,0.0,9.51,9.34,False,False,True,False,True,False,False
171,1.7574552478902403,3.377778406781193,1.8673250338091656,2,1.0,0.0,17.77,7.26,False,False,True,True,False,False,False
172,2.888592650895829,4.944395444621434,3.179872186659824,2,0.0,2.0,26.49,9.32,True,False,False,False,True,False,False
173,4.127643420917387,4.915674858371684,3.4034090331127844,1,0.0,2.0,22.66,11.25,False,False,True,False,False,False,True
174,1.1243774987484645,5.378806793206157,3.4022917614208437,2,0.0,2.0,23.0,8.01,True,False,False,False,True,False,False
175,2.6858168294257467,5.401397171710101,4.1044242900444425,3,1.0,2.0,28.73,12.13,True,False,False,False,False,True,False
176,3.5236103313952647,3.2832988812812958,2.091298286748007,1,1.0,0.0,23.0,8.01,True,False,False,False,True,False,False
177,4.081390465037954,2.593383512571554,2.150894251942334,1,0.0,1.0,24.98,7.8,False,False,True,True,False,False,False
178,2.822683667848588,3.4852188563311226,1.507137630330858,0,0.0,0.0,21.2,3.16,True,False,False,False,True,False,False
179,3.379778350383376,3.666504750198294,3.6436821366828487,1,1.0,2.0,23.73,15.09,True,False,False,False,False,False,True
180,4.676737154580119,4.133223509231891,3.449108367949573,0,0.0,2.0,23.19,10.77,False,False,True,True,False,False,False
181,7.22571785764469,3.302832602074972,1.638710312593988,3,0.0,1.0,23.86,6.98,True,False,False,False,False,False,True
182,7.18089582036496,2.367416042756995,2.0525917612575677,1,0.0,2.0,22.57,8.73,False,False,True,False,False,True,False
183,2.5816012159276998,3.243978623218391,2.4288341468345567,1,0.0,1.0,19.62,9.86,True,False,False,False,False,True,False
184,5.93410155339774,3.249903022234228,2.2591372959845835,0,0.0,1.0,23.0,8.01,True,False,False,False,False,True,False
185,1.4088849774330716,3.773318607547855,3.003494437104002,3,1.0,1.0,26.46,10.2,False,True,False,False,True,False,False
186,3.00517753116614,5.649370858904526,3.6439127296490983,2,0.0,1.0,17.87,7.17,False,False,True,False,True,False,False
187,3.696850782110537,4.740414158754255,2.525688176426819,3,0.0,1.0,19.66,5.84,True,False,False,True,False,False,False
188,3.3731829616937943,4.64117107521726,2.286384989901962,3,0.0,2.0,22.83,5.95,True,False,False,False,False,False,True
189,3.2312450575442897,6.374305432560602,3.9368432664868567,1,1.0,2.0,26.81,11.96,False,True,False,False,False,False,True
190,4.263496545617693,4.301721480006372,3.039768933184801,1,0.0,2.0,23.25,10.88,False,True,False,True,False,False,False
191,2.0947655979083297,2.41604713494253,1.4354250642558857,1,0.0,0.0,23.54,5.87,False,False,True,False,False,True,False
192,4.2549489807564544,6.938932130882688,3.77592261886238,1,0.0,2.0,22.51,6.31,False,True,False,True,False,False,False
193,1.0941615484933922,3.689072224377552,2.3042440252784018,2,0.0,0.0,18.52,7.45,False,False,True,False,True,False,False
194,2.177133153973496,5.548149883499993,3.3959586550204173,0,0.0,1.0,27.83,7.16,True,False,False,True,False,False,False
195,2.6284506989543264,3.05487161801553,2.5798768441393256,3,1.0,0.0,22.04,12.23,True,False,False,False,False,False,True
196,4.642136528612397,10.954051569070003,6.787461654933104,1,0.0,2.0,18.35,11.04,False,True,False,False,False,True,False
197,2.075875885588826,4.2950429561230905,2.4423914270620357,2,0.0,1.0,22.05,6.23,True,False,False,False,True,False,False
198,4.451121600485512,3.3897603130594964,1.4396753993693685,3,0.0,0.0,24.0,3.09,True,False,False,True,False,False,False
199,1.6688680121469046,2.9650680695029643,2.8442812327994256,2,0.0,1.0,24.57,10.45,False,False,True,False,False,True,False
200,2.748064098686089,4.501547554837589,3.054047821294868,1,0.0,1.0,24.77,8.27,False,False,True,True,False,False,False
201,4.249432114973329,2.6078171259644223,2.66274543967206,3,0.0,1.0,29.22,10.2,False,False,True,False,False,True,False
202,3.1247579859226127,4.515523493243883,3.868643660040641,1,0.0,2.0,24.15,13.32,False,False,True,False,False,False,True
203,3.257710395881252,2.720561604687465,2.116628475079592,1,0.0,2.0,23.02,9.13,True,False,False,False,False,True,False
204,5.94627035154984,4.460036435073502,3.4094876943820407,3,0.0,2.0,26.26,10.46,False,False,True,False,True,False,False
205,4.862358181906329,2.462156195981952,2.4845506689277146,2,0.0,2.0,23.41,10.66,False,False,True,False,True,False,False
206,7.575191479518423,5.771461997516801,3.816336195927256,2,0.0,2.0,20.27,8.92,False,True,False,False,True,False,False
207,5.732014288131608,3.4194647076035265,2.470602308887404,1,0.0,2.0,25.83,8.9,False,False,True,False,False,True,False
208,1.9308598903530412,2.8741423440245155,1.8890698406594584,0,0.0,0.0,19.65,8.36,False,False,True,True,False,False,False
209,3.696850782110537,3.1749416275646025,3.1073902754329445,0,0.0,1.0,20.61,12.45,False,False,True,True,False,False,False
210,1.5912725175132771,5.888905622747996,2.744164049482047,2,2.0,0.0,28.05,5.35,False,False,True,False,False,True,False
211,3.942906982348501,3.50333142391731,1.9191203711879852,1,0.0,1.0,25.06,5.49,True,False,False,False,True,False,False
212,3.819901618641059,3.7576332891469946,1.8366705786816555,1,0.0,1.0,23.53,4.66,True,False,False,False,True,False,False
213,5.114242208577075,7.098542756812031,4.917687848919436,1,1.0,2.0,24.87,10.91,False,True,False,True,False,False,False
214,2.5951180863760577,1.5721833589855212,1.5490159244251958,3,0.0,0.0,21.79,9.86,False,False,True,False,False,False,True
215,1.853092654195818,3.665112279652277,1.8971220897237444,1,0.0,0.0,32.03,6.79,False,True,False,False,False,True,False
216,3.426750205034501,3.075862197596687,1.2614083040010595,0,0.0,0.0,19.95,3.27,False,False,True,False,False,False,True
217,3.675083239602957,2.4393349782803377,1.8238877127858122,0,0.0,0.0,23.16,4.69,False,False,True,False,False,True,False
218,1.934441039434274,4.469880168374788,2.914226709304597,3,0.0,2.0,19.92,12.14,True,False,False,True,False,False,False
219,3.696850782110537,4.703908755641135,3.905136094438444,1,0.0,2.0,22.38,12.23,True,False,False,False,True,False,False
220,2.21088659892494,4.5143665236788335,3.321550079544044,1,0.0,1.0,23.0,8.01,True,False,False,False,False,True,False
221,3.599022309394055,4.772142527640964,2.81178173553955,1,0.0,2.0,25.98,6.24,True,False,False,False,False,True,False
222,4.542516126636615,4.626310130707158,3.119054509219193,1,0.0,0.0,30.41,9.05,False,False,True,False,False,True,False
223,3.663547741791622,4.401592830475726,2.93702625356733,3,0.0,1.0,17.45,5.34,False,False,True,False,True,False,False
224,2.908988660106469,5.306076233466608,3.0408879906683524,3,1.0,1.0,26.72,6.42,True,False,False,True,False,False,False
225,2.5666926565731227,5.152084465245624,3.194108786194203,2,0.0,2.0,21.0,8.33,True,False,False,False,True,False,False
226,6.473174791857597,4.026405649340296,3.1789041065819603,2,2.0,1.0,25.07,10.65,True,False,False,False,False,False,True
227,4.225281382082059,3.646796016283835,2.0164722236840977,3,0.0,0.0,24.11,5.2,True,False,False,False,False,False,True
228,3.602377979609474,4.374118945386255,2.862805940001811,3,0.0,2.0,23.0,8.01,False,False,True,True,False,False,False
229,3.696850782110537,4.516776210088196,2.9394084109047087,1,0.0,2.0,24.18,10.12,False,False,True,False,False,True,False
230,3.735300315251093,4.2396824860840505,3.13808928519648,1,0.0,1.0,27.67,11.37,True,False,False,False,False,True,False
231,3.5005906474774724,4.921625957403549,3.865687922012887,1,0.0,2.0,25.33,11.29,True,False,False,True,False,False,False
232,5.264450721529861,9.522719000400697,6.280189316965526,2,0.0,1.0,23.0,8.01,False,True,False,False,False,True,False
233,4.14996725928648,4.332642758834425,2.884881641729584,1,0.0,1.0,23.0,8.01,False,False,True,False,False,False,True
234,3.216135865309397,4.576455028546752,2.944818254221388,1,0.0,0.0,23.0,8.01,True,False,False,False,False,False,True
235,2.7704744293856645,3.143954551344915,1.4443681038219338,2,0.0,0.0,27.62,6.03,True,False,False,False,False,False,True
236,9.206704419338749,2.7852020441964567,2.7835010421020807,1,0.0,1.0,30.07,11.8,True,False,False,False,False,False,True
237,2.918944029829227,3.911833480956149,2.221179371802388,3,0.0,0.0,17.09,6.76,True,False,False,True,False,False,False
238,3.7737864363047766,4.885475351664879,3.196317055158527,1,1.0,2.0,25.03,7.49,False,False,True,False,True,False,False
239,3.903402330825028,3.583889068795358,1.7339113206349004,2,0.0,1.0,21.07,3.19,True,False,False,False,True,False,False
240,2.648533243331156,3.3117383421195368,3.5434151083940453,3,0.0,2.0,22.06,14.39,True,False,False,False,False,True,False
241,0.3519369586905448,3.974308424142914,2.613885479639542,1,1.0,1.0,19.38,5.82,False,False,True,False,False,False,True
242,3.977146561511193,3.195244925879061,2.3207930030756243,1,0.0,1.0,19.93,8.0,True,False,False,False,True,False,False
243,2.049090196989213,4.852183585662189,3.2777928324493333,2,0.0,2.0,20.14,10.54,True,False,False,False,True,False,False
