,sunlight_hours,soil_moisture_index,soil_health_index,irrigation_type,region,crop_variety,growth_stage,disease_severity,certification_level,yield_category,soil_temperature,soil_nitrogen
128,1.6625636425084689,4.199307619627804,2.994645654695698,drip,South,Var_01,Flowering,No Disease,ISO9001,,26.24,8.7
129,3.314434830041641,3.541944488124151,1.6178468535320327,drip,South,Var_36,Maturity,No Disease,ISO9001,Medium,25.49,3.8
130,3.0637920877766787,2.351508739129416,1.6831867635199274,drip,East,Var_21,Flowering,No Disease,ISO9001,Medium,24.66,5.38
131,1.68752164039843,5.5149895806792175,3.40597704477884,flood,East,Var_05,Vegetative,No Disease,ISO9001,Medium,19.26,9.07
132,3.919051715462732,3.730507867842952,2.1406730205050097,drip,West,Var_37,Maturity,No Disease,ISO9001,Low,17.63,8.14
133,3.832923258041864,1.868703307521772,2.15145136700977,sprinkler,South,Var_17,Seedling,No Disease,ISO9001,Low,28.0,10.12
134,2.9051814780056358,4.993355282861517,2.8272802525350533,flood,North,Var_05,Flowering,No Disease,ISO9001,Medium,25.52,6.82
135,6.818354970923011,3.8140694062395024,2.367031883054448,drip,North,Var_04,Vegetative,,ISO9001,High,23.1,7.13
136,2.957263323663706,,1.4829889201725657,drip,West,Var_16,Vegetative,Low,ISO9001,Low,27.27,2.33
137,4.23353944264846,3.052351125131908,2.131490225395084,drip,East,Var_35,Vegetative,No Disease,ISO9001,Low,16.75,8.73
138,3.4007178837504317,4.323118176487319,2.77011945383851,flood,North,Var_12,Seedling,No Disease,ISO9001,Medium,24.55,6.83
139,5.582824490035433,2.3996858860326804,1.1801720603877102,drip,East,Var_32,Maturity,No Disease,ISO9001,Low,13.92,5.28
140,,3.788826379971197,1.8482895555853185,drip,South,Var_28,Flowering,No Disease,ISO9001,Low,29.93,4.14
141,4.18438444510876,4.514814086988779,2.0499335597788138,sprinkler,East,Var_20,Seedling,No Disease,ISO9001,Low,17.82,4.32
142,7.727441368835752,7.411846527275816,5.5316799136593495,drip,South,Var_01,Vegetative,No Disease,ISO9001,High,21.0,13.62
143,2.8078707715693043,4.362275051291241,3.0614845635554726,drip,North,Var_25,Vegetative,No Disease,ISO9001,Low,14.29,8.99
144,,5.34787412932555,3.138405011058917,drip,West,Var_09,Flowering,No Disease,ISO9001,Medium,17.81,6.12
145,,1.8877025882696123,1.811363019400416,sprinkler,South,Var_34,Flowering,No Disease,ISO9001,Low,21.74,8.49
146,4.928696757939605,3.904503880359609,1.8619644763143943,sprinkler,South,Var_35,Maturity,No Disease,ISO9001,Low,18.55,5.52
147,2.360167456905428,2.848226147775285,1.0569779581575438,sprinkler,West,Var_27,Flowering,No Disease,ISO9001,Low,27.41,5.2
148,7.273145011509395,2.843786731084972,1.3503711365311386,drip,North,Var_09,Vegetative,No Disease,ISO9001,Medium,22.46,3.8
149,3.115824841355688,3.276894312680903,2.9614395736311816,drip,South,Var_40,Vegetative,Low,ISO9001,Low,17.48,11.85
150,0.9537365720827562,4.463548075413185,3.3118244650191397,drip,North,Var_01,Vegetative,No Disease,ISO9001,High,24.23,9.17
151,3.1503303708675503,7.950129390158965,4.35101361420857,drip,South,Var_36,Vegetative,No Disease,ISO9001,High,25.34,6.95
152,3.751604327893309,5.124798466613511,2.4186796184295227,flood,West,Var_13,Vegetative,No Disease,ISO9001,Medium,18.97,6.49
153,6.731352309397057,4.777507608369626,2.5999112368246093,flood,West,Var_03,Flowering,No Disease,ISO9001,Medium,20.53,5.68
154,3.728327468593632,3.377275190546319,0.8973301909163132,drip,South,Var_10,Flowering,No Disease,ISO9001,Low,19.31,0.72
155,4.943744964150452,4.858665943929929,,drip,West,Var_17,Vegetative,,ISO9001,Medium,26.47,7.47
156,4.843733999370524,2.785460505370072,0.6550920832604898,drip,North,Var_06,Vegetative,No Disease,ISO9001,Low,22.39,0.87
157,1.6722795985973344,2.8620194985728906,1.312123192027885,drip,West,Var_24,Seedling,,ISO9001,Low,25.89,5.63
158,3.6474762581634232,2.634252889465996,,sprinkler,South,Var_32,Flowering,No Disease,ISO9001,Medium,23.21,6.62
159,6.503843264769015,3.4991375416873183,2.4356323594975064,drip,East,Var_30,Maturity,No Disease,ISO9001,Medium,26.59,7.3
160,5.8194417312706985,,1.3318707986247609,drip,South,Var_15,Flowering,No Disease,ISO9001,Low,29.56,4.38
161,0.7096134002442631,6.414363992090507,4.645436311128417,drip,North,Var_22,Seedling,No Disease,ISO9001,High,24.67,11.72
162,7.8004053043672545,2.896740245336927,1.4325453558960233,drip,West,Var_25,Flowering,,ISO9001,Low,18.3,5.63
163,2.5256484320998456,9.737222675702448,5.391850233001179,flood,North,Var_28,Flowering,No Disease,ISO9001,High,24.43,7.22
164,3.4030656744373635,3.0151049891979005,1.938116451148236,drip,North,Var_34,Seedling,No Disease,ISO9001,Low,26.61,8.46
165,4.673408951167367,7.76773713805112,5.153036712439127,drip,East,Var_04,Seedling,No Disease,ISO9001,High,24.85,9.81
166,5.781727389683395,4.970312242834281,3.1358419464609777,sprinkler,West,Var_12,Flowering,No Disease,ISO9001,High,22.26,6.17
167,1.3629741603427783,4.998852378254194,2.6209989106875327,sprinkler,East,Var_30,Vegetative,No Disease,ISO9001,Low,18.94,4.81
168,0.9652896393983508,4.450895139453424,3.2760686076726864,drip,East,Var_32,Vegetative,No Disease,ISO9001,Medium,26.32,10.51
169,2.470686158104961,3.7127992851845257,2.8401512594952703,drip,East,Var_25,Vegetative,Low,ISO9001,High,23.58,10.93
170,5.480701555380652,6.513757726948915,4.254676414130439,sprinkler,North,Var_13,Vegetative,No Disease,ISO9001,Low,9.51,9.34
171,1.7574552478902403,3.377778406781193,1.8673250338091656,sprinkler,East,Var_37,Flowering,Low,ISO9001,Low,17.77,7.26
172,2.888592650895829,4.944395444621434,3.179872186659824,drip,North,Var_11,Flowering,No Disease,ISO9001,High,26.49,9.32
173,4.127643420917387,4.915674858371684,3.4034090331127844,sprinkler,West,Var_06,Vegetative,No Disease,ISO9001,High,22.66,11.25
174,1.1243774987484645,5.378806793206157,,drip,North,Var_34,Flowering,No Disease,ISO9001,High,,
175,2.6858168294257467,5.401397171710101,4.1044242900444425,drip,South,Var_37,Maturity,Low,ISO9001,High,28.73,12.13
176,3.5236103313952647,,2.091298286748007,drip,North,Var_25,Vegetative,Low,ISO9001,Low,,
177,4.081390465037954,2.593383512571554,2.150894251942334,sprinkler,East,Var_02,Vegetative,No Disease,ISO9001,Medium,24.98,7.8
178,2.822683667848588,3.4852188563311226,1.507137630330858,drip,North,Var_29,Seedling,No Disease,ISO9001,Low,21.2,3.16
179,3.379778350383376,3.666504750198294,3.6436821366828487,drip,West,Var_02,Vegetative,Low,ISO9001,High,23.73,15.09
180,4.676737154580119,4.133223509231891,3.449108367949573,sprinkler,East,Var_03,Seedling,No Disease,ISO9001,High,23.19,10.77
181,7.22571785764469,3.302832602074972,1.638710312593988,drip,West,Var_29,Maturity,No Disease,ISO9001,Medium,23.86,6.98
182,7.18089582036496,2.367416042756995,2.0525917612575677,sprinkler,South,Var_06,Vegetative,No Disease,ISO9001,High,22.57,8.73
183,2.5816012159276998,3.243978623218391,2.4288341468345567,drip,South,Var_40,Vegetative,No Disease,ISO9001,Medium,19.62,9.86
184,5.93410155339774,3.249903022234228,,drip,South,Var_19,Seedling,,ISO9001,Medium,,
185,1.4088849774330716,3.773318607547855,3.003494437104002,flood,North,Var_12,Maturity,Low,ISO9001,Medium,26.46,10.2
186,3.00517753116614,5.649370858904526,3.6439127296490983,sprinkler,North,Var_20,Flowering,No Disease,ISO9001,Medium,17.87,7.17
187,,4.740414158754255,2.525688176426819,drip,East,Var_11,Maturity,No Disease,ISO9001,Medium,19.66,5.84
188,3.3731829616937943,4.64117107521726,2.286384989901962,drip,West,Var_03,Maturity,No Disease,ISO9001,High,22.83,5.95
189,3.2312450575442897,6.374305432560602,,flood,West,Var_09,Vegetative,Low,ISO9001,High,26.81,11.96
190,4.263496545617693,4.301721480006372,3.039768933184801,flood,East,Var_04,Vegetative,,ISO9001,High,23.25,10.88
191,2.0947655979083297,,1.4354250642558857,sprinkler,South,Var_29,Vegetative,No Disease,ISO9001,Low,23.54,5.87
192,4.2549489807564544,6.938932130882688,3.77592261886238,flood,East,Var_19,Vegetative,No Disease,ISO9001,High,22.51,6.31
193,1.0941615484933922,3.689072224377552,2.3042440252784018,sprinkler,North,Var_26,Flowering,No Disease,ISO9001,Low,18.52,7.45
194,2.177133153973496,5.548149883499993,3.3959586550204173,drip,East,Var_32,Seedling,No Disease,ISO9001,Medium,27.83,7.16
195,2.6284506989543264,3.05487161801553,2.5798768441393256,drip,West,Var_11,Maturity,Low,ISO9001,Low,22.04,12.23
196,4.642136528612397,10.954051569070003,6.787461654933104,flood,South,Var_27,Vegetative,No Disease,ISO9001,High,18.35,11.04
197,2.075875885588826,4.2950429561230905,2.4423914270620357,drip,North,Var_40,Flowering,,ISO9001,Medium,22.05,6.23
198,4.451121600485512,3.3897603130594964,1.4396753993693685,drip,East,Var_07,Maturity,No Disease,ISO9001,Low,24.0,3.09
199,1.6688680121469046,2.9650680695029643,2.8442812327994256,sprinkler,South,Var_01,Flowering,No Disease,ISO9001,Medium,24.57,10.45
200,2.748064098686089,4.501547554837589,3.054047821294868,sprinkler,East,Var_37,Vegetative,No Disease,ISO9001,Medium,24.77,8.27
201,4.249432114973329,2.6078171259644223,2.66274543967206,sprinkler,South,Var_22,Maturity,,ISO9001,Medium,29.22,10.2
202,3.1247579859226127,4.515523493243883,3.868643660040641,sprinkler,West,Var_04,Vegetative,,ISO9001,High,24.15,13.32
203,3.257710395881252,2.720561604687465,2.116628475079592,drip,South,Var_09,Vegetative,No Disease,ISO9001,High,23.02,9.13
204,5.94627035154984,4.460036435073502,3.4094876943820407,sprinkler,North,Var_24,Maturity,No Disease,ISO9001,High,26.26,10.46
205,4.862358181906329,2.462156195981952,2.4845506689277146,sprinkler,North,Var_15,Flowering,No Disease,ISO9001,High,23.41,10.66
206,7.575191479518423,5.771461997516801,3.816336195927256,flood,North,Var_07,Flowering,No Disease,ISO9001,High,20.27,8.92
207,5.732014288131608,3.4194647076035265,2.470602308887404,sprinkler,South,Var_25,Vegetative,No Disease,ISO9001,High,25.83,8.9
208,1.9308598903530412,2.8741423440245155,1.8890698406594584,sprinkler,East,Var_11,Seedling,No Disease,ISO9001,Low,19.65,8.36
209,,3.1749416275646025,3.1073902754329445,sprinkler,East,Var_15,Seedling,No Disease,ISO9001,Medium,20.61,12.45
210,1.5912725175132771,5.888905622747996,2.744164049482047,sprinkler,South,Var_31,Flowering,Medium,ISO9001,Low,28.05,5.35
211,3.942906982348501,3.50333142391731,1.9191203711879852,drip,North,Var_29,Vegetative,No Disease,ISO9001,Medium,25.06,5.49
212,3.819901618641059,3.7576332891469946,1.8366705786816555,drip,North,Var_38,Vegetative,,ISO9001,Medium,23.53,4.66
213,5.114242208577075,7.098542756812031,4.917687848919436,flood,East,Var_24,Vegetative,Low,ISO9001,High,24.87,10.91
214,2.5951180863760577,1.5721833589855212,1.5490159244251958,sprinkler,West,Var_19,Maturity,No Disease,ISO9001,Low,21.79,9.86
215,1.853092654195818,3.665112279652277,1.8971220897237444,flood,South,Var_06,Vegetative,No Disease,ISO9001,Low,32.03,6.79
216,3.426750205034501,3.075862197596687,1.2614083040010595,sprinkler,West,Var_06,Seedling,No Disease,ISO9001,Low,19.95,3.27
217,3.675083239602957,2.4393349782803377,,sprinkler,South,Var_04,Seedling,No Disease,ISO9001,Low,23.16,4.69
