timestamp,incoming_calls,handle_time,staffing_level,queue_length
473954,65.0,3.0,20.0,0.0
476024,85.0,3.0,63.0,0.0
476103,70.0,3.0,36.0,0.0
475516,71.0,3.0,24.0,0.0
477202,91.0,3.0,60.0,0.0
473661,52.0,3.0,20.0,0.0
473951,58.0,3.0,20.0,0.0
473728,62.0,3.0,20.0,0.0
474183,60.0,3.0,35.0,0.0
476745,98.0,3.0,62.0,0.0
474910,57.0,3.0,20.0,
474260,46.0,3.0,20.0,0.0
473448,63.0,3.0,20.0,0.0
476162,69.0,,20.0,0.0
473849,56.0,3.0,20.0,0.0
475775,63.0,3.0,20.0,0.0
475172,52.0,3.0,20.0,0.0
476903,44.0,3.0,20.0,0.0
477491,70.0,3.0,57.0,0.0
475438,56.0,3.0,20.0,
476718,85.0,3.0,36.0,0.0
475069,80.0,3.0,43.0,0.0
477567,53.0,3.0,24.0,0.0
475822,46.0,3.0,20.0,0.0
476050,86.0,3.0,53.0,0.0
473527,97.0,3.0,48.0,0.0
477158,73.0,3.0,26.0,0.0
477019,47.0,3.0,20.0,0.0
477285,47.0,3.0,20.0,0.0
475597,77.0,3.0,35.0,0.0
473972,49.0,3.0,20.0,0.0
477187,36.0,3.0,20.0,0.0
477663,64.0,3.0,20.0,0.0
475335,73.0,3.0,21.0,0.0
476748,75.0,3.0,61.0,0.0
476136,54.0,3.0,20.0,0.0
476079,59.0,3.0,33.0,0.0
473907,82.0,3.0,27.0,0.0
476621,85.0,3.0,36.0,0.0
477193,66.0,3.0,20.0,
473950,58.0,3.0,20.0,0.0
476692,84.0,3.0,24.0,0.0
476986,96.0,3.0,51.0,0.0
477647,64.0,3.0,20.0,0.0
474263,53.0,3.0,20.0,0.0
473472,68.0,3.0,20.0,0.0
474620,44.0,3.0,20.0,0.0
473501,91.0,3.0,26.0,0.0
475191,69.0,3.0,31.0,0.0
474807,61.0,3.0,29.0,0.0
476545,59.0,3.0,20.0,0.0
477360,62.0,,20.0,0.0
474696,52.0,3.0,20.0,0.0
476547,77.0,3.0,22.0,0.0
476944,64.0,3.0,22.0,0.0
476604,79.0,3.0,52.0,0.0
476857,62.0,3.0,20.0,0.0
474916,80.0,3.0,28.0,0.0
475482,53.0,3.0,20.0,0.0
475760,99.0,3.0,51.0,0.0
477041,60.0,3.0,20.0,0.0
475691,83.0,3.0,61.0,0.0
473941,74.0,3.0,41.0,0.0
476793,90.0,3.0,63.0,0.0
477671,62.0,3.0,20.0,0.0
475696,71.0,3.0,20.0,0.0
474209,58.0,3.0,20.0,0.0
475741,70.0,3.0,54.0,0.0
475823,63.0,3.0,20.0,0.0
473823,57.0,3.0,34.0,0.0
474358,49.0,3.0,20.0,0.0
473863,101.0,3.0,45.0,0.0
474633,89.0,3.0,65.0,0.0
475526,74.0,3.0,39.0,0.0
477485,94.0,3.0,33.0,0.0
474150,95.0,3.0,44.0,0.0
474083,91.0,3.0,54.0,0.0
477210,47.0,3.0,20.0,0.0
474630,88.0,3.0,42.0,0.0
475570,92.0,3.0,62.0,0.0
477576,55.0,3.0,20.0,0.0
475767,63.0,3.0,29.0,0.0
474610,84.0,3.0,59.0,0.0
476145,84.0,3.0,52.0,0.0
476756,47.0,3.0,20.0,0.0
474142,49.0,3.0,20.0,0.0
473502,100.0,3.0,33.0,0.0
474155,91.0,3.0,53.0,0.0
477418,87.0,3.0,67.0,0.0
473518,50.0,3.0,20.0,0.0
475523,87.0,3.0,56.0,0.0
475216,65.0,3.0,20.0,0.0
473858,74.0,3.0,,0.0
475099,50.0,3.0,20.0,0.0
474832,72.0,3.0,30.0,0.0
473857,62.0,3.0,20.0,0.0
475692,77.0,3.0,57.0,0.0
475530,57.0,3.0,20.0,0.0
474788,52.0,3.0,20.0,0.0
475588,82.0,3.0,30.0,0.0
473820,79.0,3.0,58.0,0.0
477289,68.0,3.0,20.0,0.0
475753,64.0,3.0,20.0,0.0
474940,73.0,3.0,27.0,0.0
473504,99.0,3.0,47.0,0.0
476829,51.0,3.0,20.0,0.0
473531,89.0,3.0,60.0,0.0
474181,81.0,3.0,52.0,0.0
475394,66.0,,20.0,0.0
474377,66.0,3.0,24.0,0.0
474301,73.0,3.0,52.0,0.0
475907,79.0,3.0,52.0,0.0
473360,86.0,3.0,73.0,0.0
475913,58.0,3.0,20.0,0.0
473809,60.0,3.0,20.0,0.0
474726,85.0,3.0,32.0,0.0
476255,53.0,3.0,20.0,0.0
476209,60.0,3.0,20.0,0.0
473946,49.0,3.0,20.0,0.0
474423,69.0,3.0,22.0,0.0
474195,67.0,3.0,27.0,0.0
475836,71.0,3.0,52.0,0.0
474979,61.0,3.0,20.0,0.0
474651,70.0,3.0,21.0,0.0
477557,89.0,3.0,28.0,0.0
475548,79.0,3.0,54.0,0.0
476284,82.0,3.0,,0.0
473723,81.0,3.0,51.0,0.0
473920,49.0,3.0,20.0,0.0
474386,70.0,3.0,24.0,0.0
474072,58.0,,20.0,0.0
474128,92.0,3.0,51.0,
473536,72.0,3.0,21.0,0.0
475529,57.0,3.0,20.0,0.0
474796,84.0,3.0,23.0,0.0
476000,95.0,3.0,59.0,0.0
477605,77.0,3.0,32.0,
475224,64.0,3.0,20.0,
476743,95.0,3.0,45.0,0.0
474612,81.0,3.0,54.0,0.0
474154,93.0,3.0,53.0,0.0
476397,42.0,3.0,20.0,0.0
474779,80.0,3.0,63.0,0.0
474843,79.0,3.0,20.0,0.0
476450,68.0,3.0,20.0,0.0
473784,57.0,3.0,20.0,0.0
475955,86.0,3.0,57.0,0.0
473590,55.0,3.0,20.0,0.0
474321,91.0,3.0,64.0,0.0
475440,61.0,3.0,20.0,0.0
474924,84.0,3.0,51.0,0.0
473648,88.0,3.0,62.0,0.0
474661,70.0,3.0,42.0,0.0
475300,74.0,3.0,29.0,0.0
473815,93.0,3.0,45.0,0.0
476902,57.0,3.0,20.0,0.0
477305,61.0,3.0,20.0,0.0
474096,63.0,3.0,20.0,0.0
477550,47.0,3.0,20.0,0.0
473563,57.0,3.0,20.0,0.0
474330,46.0,3.0,20.0,0.0
473436,78.0,3.0,54.0,0.0
476531,82.0,3.0,45.0,0.0
474241,60.0,3.0,20.0,0.0
476228,53.0,3.0,20.0,0.0
476378,70.0,3.0,20.0,0.0
476122,86.0,3.0,61.0,0.0
473790,94.0,3.0,44.0,0.0
477189,50.0,3.0,20.0,0.0
475574,70.0,3.0,39.0,0.0
474640,56.0,3.0,20.0,0.0
474850,94.0,3.0,69.0,0.0
475367,61.0,3.0,20.0,0.0
476078,70.0,3.0,44.0,0.0
474240,61.0,3.0,20.0,0.0
473670,92.0,3.0,51.0,0.0
474223,100.0,3.0,53.0,0.0
476367,72.0,3.0,,0.0
473375,58.0,3.0,20.0,0.0
475302,100.0,3.0,40.0,
473540,46.0,3.0,20.0,0.0
473642,72.0,3.0,20.0,0.0
476533,72.0,3.0,40.0,0.0
473622,86.0,,27.0,0.0
476016,61.0,3.0,20.0,0.0
474420,75.0,3.0,49.0,0.0
475581,47.0,3.0,20.0,0.0
475694,73.0,3.0,41.0,0.0
473660,44.0,3.0,20.0,0.0
477042,58.0,3.0,20.0,0.0
476390,69.0,3.0,45.0,0.0
476515,44.0,3.0,20.0,0.0
473718,91.0,3.0,30.0,0.0
474839,57.0,3.0,20.0,0.0
477025,61.0,3.0,20.0,0.0
475565,81.0,3.0,37.0,0.0
474446,69.0,3.0,37.0,0.0
477216,65.0,3.0,20.0,0.0
476239,82.0,3.0,44.0,0.0
474764,48.0,3.0,20.0,0.0
477528,54.0,3.0,20.0,0.0
474613,71.0,3.0,52.0,0.0
476245,72.0,3.0,61.0,0.0
476117,82.0,3.0,34.0,0.0
474498,56.0,3.0,20.0,0.0
476215,85.0,3.0,57.0,0.0
476124,89.0,3.0,54.0,0.0
475018,89.0,3.0,60.0,0.0
473548,80.0,3.0,20.0,0.0
476550,93.0,3.0,39.0,0.0
473572,79.0,3.0,23.0,0.0
475418,68.0,3.0,20.0,0.0
477658,92.0,3.0,53.0,0.0
474819,79.0,3.0,29.0,0.0
476510,68.0,3.0,26.0,
475931,80.0,3.0,50.0,0.0
475575,68.0,3.0,32.0,0.0
475343,68.0,3.0,20.0,0.0
474482,82.0,3.0,20.0,0.0
474316,78.0,3.0,27.0,0.0
474708,84.0,3.0,53.0,
475221,53.0,,20.0,0.0
475256,89.0,3.0,48.0,0.0
476056,65.0,3.0,22.0,0.0
474828,88.0,3.0,65.0,
474135,76.0,3.0,41.0,0.0
474267,71.0,3.0,26.0,0.0
476182,53.0,3.0,20.0,0.0
477428,39.0,3.0,20.0,0.0
476483,88.0,3.0,53.0,0.0
473557,74.0,3.0,37.0,0.0
476628,78.0,3.0,59.0,0.0
474164,48.0,3.0,20.0,
474221,95.0,3.0,32.0,0.0
474116,47.0,3.0,20.0,0.0
475668,85.0,3.0,55.0,0.0
475706,64.0,3.0,20.0,0.0
476884,83.0,3.0,23.0,0.0
477611,78.0,3.0,62.0,0.0
475155,71.0,3.0,20.0,0.0
476429,82.0,3.0,27.0,0.0
476036,50.0,3.0,20.0,0.0
475119,75.0,3.0,30.0,0.0
476128,56.0,3.0,20.0,0.0
473385,91.0,3.0,52.0,0.0
474469,89.0,3.0,41.0,0.0
477074,71.0,3.0,21.0,0.0
477231,63.0,3.0,25.0,0.0
474086,68.0,3.0,40.0,0.0
473882,68.0,3.0,20.0,0.0
474028,76.0,3.0,20.0,0.0
476633,59.0,3.0,20.0,0.0
477047,58.0,3.0,20.0,0.0
476812,71.0,3.0,24.0,0.0
475568,85.0,3.0,55.0,0.0
473846,66.0,3.0,38.0,0.0
476578,84.0,3.0,55.0,0.0
475380,85.0,3.0,53.0,0.0
474849,84.0,3.0,66.0,0.0
473903,51.0,3.0,20.0,0.0
475507,51.0,3.0,20.0,0.0
473890,92.0,3.0,,0.0
474580,83.0,3.0,28.0,0.0
473606,75.0,3.0,42.0,0.0
473766,100.0,3.0,33.0,0.0
474747,76.0,3.0,25.0,0.0
475453,74.0,3.0,48.0,0.0
477534,88.0,3.0,38.0,0.0
477290,70.0,3.0,20.0,0.0
475323,71.0,3.0,23.0,0.0
477309,48.0,3.0,20.0,0.0
477650,65.0,3.0,20.0,0.0
477250,81.0,3.0,49.0,0.0
477455,63.0,3.0,20.0,0.0
473994,48.0,3.0,20.0,0.0
475998,93.0,3.0,43.0,0.0
475950,99.0,3.0,36.0,0.0
473432,86.0,3.0,45.0,0.0
475036,86.0,3.0,31.0,0.0
474968,96.0,3.0,52.0,
473445,59.0,3.0,20.0,0.0
473703,68.0,3.0,32.0,0.0
474249,87.0,3.0,67.0,0.0
474538,90.0,3.0,60.0,0.0
477111,69.0,3.0,27.0,
475952,85.0,3.0,50.0,0.0
476671,94.0,3.0,55.0,0.0
475839,62.0,3.0,36.0,
476562,53.0,3.0,20.0,0.0
473650,93.0,3.0,61.0,0.0
476733,48.0,3.0,20.0,0.0
475257,93.0,3.0,56.0,0.0
474403,41.0,3.0,20.0,0.0
476885,82.0,3.0,30.0,0.0
474784,63.0,3.0,20.0,0.0
475900,76.0,3.0,27.0,0.0
474773,88.0,3.0,,0.0
475183,96.0,3.0,45.0,0.0
476969,50.0,3.0,20.0,0.0
475091,83.0,3.0,69.0,0.0
474098,58.0,3.0,20.0,0.0
475070,74.0,3.0,35.0,0.0
476453,91.0,3.0,34.0,0.0
477257,57.0,3.0,20.0,0.0
475972,82.0,3.0,22.0,0.0
475927,89.0,3.0,37.0,0.0
476647,88.0,3.0,47.0,0.0
477219,75.0,3.0,20.0,0.0
474970,91.0,3.0,57.0,0.0
474404,49.0,3.0,20.0,0.0
473842,87.0,3.0,46.0,0.0
476477,94.0,3.0,32.0,0.0
477310,51.0,3.0,20.0,0.0
474057,79.0,3.0,58.0,0.0
474932,45.0,3.0,20.0,0.0
475340,57.0,3.0,20.0,0.0
476105,64.0,3.0,20.0,0.0
474509,86.0,3.0,33.0,0.0
476179,50.0,3.0,20.0,0.0
475082,68.0,3.0,22.0,0.0
473421,52.0,3.0,20.0,0.0
474884,56.0,3.0,20.0,0.0
474190,51.0,3.0,20.0,0.0
477474,45.0,3.0,20.0,0.0
477523,44.0,3.0,20.0,0.0
473684,45.0,3.0,20.0,0.0
474163,44.0,3.0,20.0,0.0
473591,46.0,3.0,20.0,0.0
474703,90.0,3.0,56.0,0.0
474139,52.0,3.0,20.0,0.0
477108,71.0,3.0,50.0,
475887,67.0,3.0,39.0,0.0
474781,78.0,3.0,,0.0
474458,66.0,3.0,20.0,0.0
477525,46.0,3.0,20.0,0.0
473936,95.0,3.0,54.0,0.0
476207,51.0,3.0,20.0,0.0
476759,49.0,3.0,20.0,0.0
473948,50.0,3.0,20.0,0.0
475084,88.0,3.0,30.0,0.0
474541,83.0,3.0,43.0,0.0
474861,46.0,3.0,20.0,0.0
476281,68.0,3.0,20.0,0.0
475601,58.0,3.0,20.0,0.0
473413,78.0,3.0,48.0,0.0
474379,46.0,3.0,20.0,0.0
477514,83.0,3.0,53.0,0.0
473397,46.0,3.0,20.0,0.0
475661,100.0,3.0,37.0,0.0
477294,96.0,3.0,35.0,0.0
476426,71.0,,20.0,0.0
477277,70.0,3.0,49.0,0.0
473366,64.0,3.0,55.0,0.0
476650,86.0,3.0,49.0,0.0
473762,69.0,3.0,20.0,0.0
475777,59.0,3.0,20.0,0.0
474342,92.0,3.0,32.0,0.0
474958,53.0,3.0,20.0,0.0
473978,75.0,3.0,20.0,0.0
477039,67.0,3.0,29.0,0.0
477652,81.0,3.0,20.0,0.0
475196,58.0,,20.0,0.0
475869,50.0,3.0,20.0,0.0
477306,44.0,3.0,20.0,0.0
475766,76.0,3.0,41.0,0.0
476121,96.0,3.0,59.0,0.0
475635,64.0,3.0,21.0,0.0
475160,88.0,3.0,49.0,
474986,67.0,3.0,20.0,0.0
474902,73.0,3.0,41.0,0.0
476144,90.0,3.0,47.0,0.0
476645,89.0,3.0,32.0,0.0
474559,86.0,3.0,55.0,0.0
474107,76.0,3.0,52.0,0.0
474961,65.0,3.0,20.0,0.0
473913,91.0,3.0,62.0,0.0
473403,61.0,3.0,22.0,0.0
475304,96.0,3.0,51.0,0.0
475864,59.0,3.0,20.0,0.0
475840,67.0,3.0,27.0,0.0
474002,70.0,3.0,,0.0
474577,60.0,3.0,20.0,0.0
475066,88.0,3.0,53.0,0.0
476837,84.0,3.0,24.0,0.0
476678,72.0,3.0,39.0,0.0
477336,63.0,3.0,20.0,0.0
477405,40.0,3.0,20.0,0.0
475101,57.0,3.0,20.0,
476372,47.0,3.0,20.0,0.0
476157,62.0,3.0,20.0,0.0
475666,84.0,3.0,66.0,0.0
473745,91.0,3.0,52.0,0.0
475967,57.0,3.0,20.0,0.0
475862,68.0,3.0,30.0,0.0
475675,51.0,,20.0,0.0
474460,79.0,3.0,31.0,0.0
476779,38.0,3.0,20.0,0.0
474647,52.0,3.0,20.0,0.0
477337,63.0,3.0,20.0,0.0
475729,64.0,3.0,20.0,0.0
474043,53.0,3.0,20.0,0.0
474259,46.0,3.0,20.0,0.0
476738,67.0,3.0,21.0,0.0
473639,57.0,3.0,20.0,0.0
475136,86.0,3.0,55.0,0.0
474743,64.0,3.0,20.0,0.0
474754,86.0,3.0,55.0,0.0
474673,71.0,3.0,20.0,0.0
477540,74.0,3.0,55.0,0.0
475731,79.0,3.0,20.0,0.0
473484,74.0,3.0,,0.0
476123,90.0,3.0,,0.0
474568,64.0,3.0,30.0,0.0
473896,61.0,3.0,20.0,0.0
475827,82.0,3.0,20.0,0.0
476626,93.0,3.0,63.0,0.0
477565,78.0,3.0,43.0,0.0
476152,53.0,3.0,20.0,0.0
475088,91.0,3.0,60.0,0.0
476922,45.0,3.0,,0.0
474714,46.0,3.0,20.0,0.0
476115,70.0,3.0,22.0,0.0
475719,67.0,3.0,20.0,0.0
477581,79.0,3.0,27.0,0.0
477230,70.0,3.0,,0.0
474255,67.0,3.0,40.0,0.0
475820,53.0,3.0,20.0,0.0
474194,81.0,3.0,20.0,0.0
475788,78.0,3.0,61.0,0.0
474594,50.0,3.0,20.0,0.0
475932,79.0,3.0,47.0,0.0
474690,42.0,3.0,20.0,0.0
476938,78.0,3.0,72.0,0.0
473682,65.0,3.0,20.0,0.0
474022,54.0,3.0,20.0,0.0
474622,47.0,3.0,20.0,0.0
475789,71.0,3.0,58.0,0.0
476014,51.0,3.0,20.0,0.0
477278,73.0,3.0,37.0,0.0
475520,87.0,3.0,55.0,0.0
474408,58.0,3.0,20.0,0.0
474009,96.0,3.0,60.0,0.0
475237,71.0,3.0,47.0,0.0
476200,60.0,3.0,20.0,0.0
473384,83.0,3.0,53.0,0.0
474556,77.0,3.0,26.0,0.0
476698,88.0,3.0,58.0,0.0
477351,75.0,3.0,20.0,0.0
477549,44.0,3.0,20.0,0.0
473973,58.0,3.0,20.0,0.0
475261,69.0,3.0,43.0,0.0
474146,75.0,3.0,20.0,0.0
474161,62.0,3.0,20.0,0.0
476775,60.0,,29.0,0.0
475079,59.0,3.0,20.0,0.0
473581,69.0,3.0,51.0,0.0
475650,55.0,3.0,20.0,0.0
475080,69.0,3.0,20.0,0.0
473760,63.0,,20.0,0.0
473522,67.0,3.0,20.0,0.0
475009,63.0,3.0,20.0,0.0
477157,67.0,3.0,37.0,0.0
476304,55.0,3.0,,0.0
477101,82.0,3.0,30.0,0.0
476067,83.0,3.0,25.0,0.0
476028,83.0,3.0,61.0,0.0
474853,76.0,3.0,59.0,0.0
474532,74.0,3.0,22.0,0.0
476575,90.0,3.0,45.0,0.0
475165,73.0,3.0,49.0,0.0
476583,68.0,3.0,35.0,0.0
474510,96.0,3.0,41.0,0.0
473395,52.0,3.0,20.0,0.0
474045,50.0,3.0,20.0,0.0
476034,40.0,3.0,20.0,0.0
474351,71.0,3.0,38.0,0.0
474381,58.0,3.0,20.0,0.0
477429,54.0,3.0,20.0,0.0
477355,48.0,3.0,20.0,0.0
477416,88.0,3.0,58.0,0.0
474674,67.0,3.0,20.0,0.0
473603,83.0,3.0,56.0,0.0
477568,53.0,,20.0,0.0
474835,54.0,3.0,20.0,0.0
475871,65.0,3.0,20.0,0.0
474565,74.0,3.0,53.0,0.0
474111,62.0,3.0,21.0,0.0
475816,69.0,3.0,22.0,0.0
477569,48.0,3.0,20.0,0.0
473677,73.0,3.0,60.0,0.0
476330,66.0,3.0,20.0,0.0
476526,85.0,3.0,36.0,0.0
476363,78.0,3.0,59.0,0.0
476030,67.0,,44.0,0.0
477590,62.0,3.0,32.0,0.0
474540,88.0,3.0,53.0,0.0
475471,89.0,3.0,51.0,0.0
475758,91.0,3.0,40.0,0.0
475815,69.0,3.0,35.0,0.0
477641,53.0,3.0,20.0,0.0
474070,50.0,3.0,20.0,0.0
474035,75.0,3.0,47.0,0.0
473451,76.0,3.0,20.0,0.0
476502,89.0,3.0,35.0,0.0
474396,74.0,3.0,55.0,0.0
474229,81.0,3.0,46.0,0.0
475232,87.0,3.0,53.0,0.0
477367,92.0,3.0,42.0,0.0
474572,44.0,3.0,20.0,0.0
473847,71.0,3.0,37.0,0.0
474906,41.0,3.0,20.0,0.0
475811,90.0,3.0,52.0,0.0
474436,76.0,3.0,23.0,0.0
474475,54.0,3.0,20.0,0.0
477006,93.0,3.0,38.0,0.0
473853,49.0,3.0,20.0,0.0
474917,87.0,3.0,31.0,0.0
476353,69.0,3.0,20.0,0.0
476956,81.0,3.0,22.0,0.0
473957,92.0,,32.0,0.0
474264,60.0,,20.0,0.0
474370,96.0,3.0,64.0,0.0
475784,96.0,3.0,55.0,0.0
475419,73.0,3.0,20.0,
477483,74.0,3.0,20.0,0.0
476622,96.0,3.0,48.0,0.0
474384,59.0,3.0,20.0,0.0
475181,93.0,3.0,29.0,0.0
473526,98.0,3.0,42.0,0.0
473569,65.0,3.0,20.0,0.0
474353,56.0,3.0,20.0,0.0
474867,72.0,3.0,25.0,0.0
474702,89.0,3.0,46.0,0.0
475594,92.0,3.0,53.0,0.0
475187,87.0,,55.0,0.0
476960,94.0,3.0,53.0,0.0
475693,80.0,3.0,51.0,0.0
474073,61.0,3.0,20.0,0.0
475313,59.0,3.0,20.0,0.0
476059,52.0,3.0,20.0,0.0
476307,81.0,3.0,24.0,0.0
477188,54.0,3.0,20.0,0.0
474972,86.0,3.0,52.0,0.0
473970,52.0,3.0,20.0,0.0
473928,63.0,3.0,20.0,0.0
475405,81.0,3.0,51.0,
473508,78.0,3.0,53.0,0.0
476373,49.0,3.0,20.0,0.0
475297,57.0,3.0,20.0,0.0
477473,65.0,3.0,20.0,0.0
477256,66.0,3.0,20.0,0.0
475225,68.0,3.0,20.0,0.0
473645,93.0,3.0,27.0,0.0
473447,51.0,3.0,20.0,0.0
477507,71.0,3.0,,0.0
473592,64.0,3.0,20.0,0.0
475409,47.0,3.0,20.0,0.0
476911,97.0,3.0,45.0,0.0
474995,87.0,3.0,57.0,0.0
477338,64.0,3.0,20.0,0.0
475533,48.0,3.0,20.0,0.0
474765,39.0,3.0,20.0,0.0
475885,76.0,3.0,46.0,0.0
476400,56.0,3.0,20.0,0.0
477156,71.0,3.0,49.0,0.0
473817,93.0,3.0,58.0,0.0
476279,47.0,3.0,20.0,0.0
477133,79.0,3.0,45.0,0.0
477453,52.0,3.0,20.0,0.0
477068,59.0,3.0,20.0,0.0
474369,89.0,3.0,59.0,0.0
477524,41.0,3.0,20.0,0.0
475129,60.0,3.0,20.0,0.0
477044,40.0,3.0,20.0,
475954,91.0,3.0,60.0,0.0
473529,92.0,3.0,57.0,0.0
475681,64.0,3.0,20.0,0.0
476722,89.0,3.0,57.0,0.0
474864,63.0,3.0,20.0,0.0
477572,42.0,3.0,20.0,0.0
474909,57.0,3.0,20.0,0.0
475487,48.0,3.0,20.0,0.0
475914,49.0,3.0,20.0,
477519,67.0,3.0,28.0,0.0
473425,65.0,3.0,20.0,0.0
473797,80.0,3.0,49.0,0.0
476940,79.0,3.0,65.0,0.0
475454,65.0,3.0,40.0,0.0
477010,88.0,3.0,52.0,0.0
475988,57.0,3.0,20.0,0.0
476092,89.0,3.0,33.0,0.0
474552,56.0,3.0,20.0,0.0
476323,46.0,3.0,20.0,0.0
473404,75.0,3.0,23.0,0.0
473754,43.0,3.0,20.0,0.0
475895,58.0,3.0,20.0,0.0
473788,72.0,3.0,30.0,0.0
474641,52.0,3.0,20.0,0.0
474539,79.0,3.0,56.0,0.0
476573,89.0,3.0,32.0,0.0
473916,85.0,3.0,59.0,0.0
474964,81.0,3.0,20.0,0.0
475937,67.0,3.0,20.0,0.0
473378,72.0,3.0,20.0,
477272,96.0,3.0,55.0,0.0
475886,72.0,,42.0,0.0
473566,52.0,3.0,20.0,
477326,73.0,3.0,44.0,0.0
475703,60.0,3.0,20.0,0.0
475699,44.0,3.0,20.0,0.0
476707,42.0,3.0,20.0,0.0
477149,82.0,3.0,36.0,0.0
476511,68.0,3.0,20.0,0.0
477475,51.0,3.0,20.0,0.0
476038,58.0,3.0,20.0,0.0
477214,54.0,3.0,20.0,0.0
473673,79.0,3.0,68.0,0.0
474413,87.0,3.0,36.0,0.0
475618,84.0,3.0,57.0,0.0
474007,89.0,3.0,53.0,0.0
475602,53.0,3.0,20.0,
474904,65.0,3.0,22.0,0.0
474374,80.0,3.0,47.0,0.0
475639,98.0,3.0,47.0,0.0
475270,59.0,3.0,20.0,
473879,62.0,3.0,20.0,0.0
474159,64.0,3.0,28.0,0.0
473474,59.0,3.0,21.0,0.0
476049,91.0,3.0,55.0,0.0
474465,91.0,3.0,54.0,0.0
473396,51.0,3.0,20.0,0.0
475316,45.0,3.0,20.0,0.0
477446,69.0,3.0,31.0,0.0
476916,77.0,3.0,56.0,0.0
474425,53.0,3.0,20.0,0.0
473706,41.0,3.0,20.0,0.0
474544,65.0,3.0,20.0,0.0
476950,53.0,3.0,20.0,0.0
477595,48.0,3.0,20.0,0.0
476251,40.0,3.0,20.0,0.0
474771,75.0,3.0,20.0,0.0
474525,51.0,3.0,20.0,0.0
473886,90.0,,27.0,0.0
474456,54.0,3.0,20.0,0.0
475534,48.0,3.0,20.0,0.0
475979,83.0,3.0,57.0,0.0
474393,91.0,3.0,61.0,0.0
474722,64.0,3.0,20.0,0.0
473608,71.0,3.0,23.0,0.0
476270,77.0,3.0,43.0,
477637,76.0,3.0,43.0,0.0
